event_id,event_name,event_ts_raw,user_id,email_hash,phone,session_id,utm_source,utm_medium,campaign,device,country,order_id,amount_raw,currency,status,refund_raw,is_bot
1950,addtocart,03/06/2024 05:39,246.0,542a17de823fef903a706e4ffc5fb559,,gf6jr93udkj7,unknown,Email,brand,Web,,,,currency,,,False
1951,ATC,,,f450b512753783e8f6776a6a547fc7a0,,b0g7mj7k8925,Facebook,Paid Social,,ANDROID,Sweden,,,usd,,,False
1952,chargeback,2024-02-26,345.0,,4449541201,2ct2eegnexbj,Email,CPC,WELCOME,web,UAE,ORD-72098,-50.30,US$,refunded,refund,False
1953,page_view,10/04/2024 01:50,,d5482c8ca614c5094967b630e4dc7636,,plr7rjn9sxr0,google,Email,BRAND,web,PK,,,usd,,,False
1954,SignUp,2024-05-03 18:49:12,,63d4c27d3862bacf355df66dd0ee1ca8,0769054945,9ooaaxbzr8xi,email,cpc,welcome,iOS,AE,,,,,,False
1955,page_view,2024-04-14 02:44:16,406.0,5b98a0442e95d0a6aedf14cba9c3890c,,uq3m2w2u5s2y,facebook,Paid Social,welcome,ANDROID,,,,د.إ,,,False
1956,PageView,2024/02/25 20:00,3.0,,,la55fborzh1v,(direct),(none),ramadan,iOS,Sweden,,,د.إ,,,False
1957,signup,2024-01-14 05:23:01,122.0,e84ef5540026e8d1e8cc4c968e5301ac,1553196004,yfg6t28uug4h,Facebook,Email,spring_sale,iOS,,,,AED,,,False
1958,add_to_cart,19/02/2024 00:55,431.0,1afd9ee2f00afcaa3afe041c9819e39a,,gbjp6w7jyyrt,unknown,paid_social,ramadan,android,PK,,,usd,,,False
1959,begin_checkout,2024-04-17T17:28:22Z,119.0,d631536092189ed2b44be9c14df607a4,,680nk7vi8naj,Google,Paid Social,WELCOME,iOS,Pakistan,,,AED,,,False
1960,add_to_cart,2024-02-24,60.0,db4cf047839573bd070a059de11902ea,,csrlmghkdg9x,email,email,Ramadan2024,ios,AE,,,د.إ,,,False
1961,PAGEVIEW,2024-06-25T19:58:08Z,418.0,72c76154ce73b40dc2e8edb1d7409ac2,6538080926,wp711ei9qz3a,,organic,ramadan,iOS,AE,,,USD,,,False
1962,pageview,20/01/2024 02:27,,,6149568793,ucho4di8nphq,facebook,referral,brand,iOS,AE,,,د.إ,,,False
1963,PAGEVIEW,2024/04/25 05:38,,,3617605730,l724mbjzevif,Facebook,cpc,,Web,PK,,,AED,,,False
1964,AddToCart,01/03/2024 12:45,196.0,1789b91d51e342448cd8ee14dc3759fa,2420325616,ll7gwmd2xl02,Facebook,Email,ramadan,Web,PK,,,US$,,,False
1965,PAGEVIEW,21/06/2024 10:44,129.0,d73ae6e43acb75c4cf47eda03b44cbdc,3334005393,idrgptl5qnxa,Google,email,Ramadan2024,web,uae,,,USD,,,False
1966,purchase,2024-04-25T20:31:55Z,249.0,,6926151179,,google,cpc,brand,ios,SE,ORD-82663,86.97,aed,completed,no,False
1967,PageView,2024/01/25 10:33,,,,j0dpogzxfz1w,Facebook,CPC,welcome,android,,,,AED,,,False
1968,PageView,29/04/2024 04:31,76.0,5bc5ae781888de4ae089f62a05584915,,svs37nvli6hw,Email,cpc,brand,web,UAE,,,USD,,,False
1969,pageview,2024-05-02 03:47:36,191.0,c056af87a57a006632b419b4229700fa,,oyw7wyxdbsc6,google,email,BRAND,ios,Pakistan,,,currency,,,False
1970,ATC,2024-05-07 08:36:21 +0400,200.0,db9e4cc81fdca4b9e6e440d0fed6f641,,kcfve7ataa4e,google,Paid Social,spring_sale,ANDROID,Pakistan,,,currency,,,False
1971,PAGEVIEW,2024-06-20 04:08:25,329.0,d9792f3b2fabb9ee07ad39418793e63b,,5mtf1pjevubw,tiktok,email,welcome,ios,,,,aed,,,False
1972,PageView,2024-06-17,335.0,,,s8ni04tv3aen,fb,CPC,,iOS,Pakistan,,,AED,,,False
1973,page_view,06/02/2024 23:36,96.0,,3451951638,ltx3ou1a9jaj,Email,Email,SPRING_SALE,iOS,Pakistan,,,USD,,,False
1974,page_view,06/22/2024 14:03,261.0,3b8e13de1af3ce97d535d8266fa3fecd,,by4qy4f64qck,,organic,spring_sale,ios,,,,د.إ,,,False
1975,buy,2024-02-22T10:15:24Z,379.0,2764d6c8e036ae011739694637e803dd,5794386121,,Google,(none),WELCOME,android,AE,ORD-35120,26.05,US$,SUCCESS,0,False
1976,AddToCart,2024/06/18 15:57,104.0,6d25f5051bb9436ef042e2fdde2f0650,0731457187,ibdzedv4p876,fb,paid_social,brand,iOS,,,,currency,,,False
1977,pv,2024-02-04 01:01:06,318.0,334ce732419b482287fb949032f317d8,,w3sq6stzug5a,email,CPC,WELCOME,Web,AE,,,usd,,,False
1978,pv,2024-01-14T08:53:18Z,443.0,0a6792d5d447028f7b80fd18969e82a1,,ek7ls6tuo89c,google,cpc,,ios,Pakistan,,,AED,,,False
1979,start_checkout,2024-05-02T22:21:48Z,110.0,,,vk124rb7a1fr,Google,Email,brand,web,PK,,,aed,,,False
1980,begin_checkout,2024-04-18T21:53:24Z,6.0,3d68d2ac089433a090dd5a9831621f16,,d2eq0un0o7nc,unknown,organic,WELCOME,iOS,PK,,,AED,,,False
1981,Purchase,2024-04-27,291.0,fe9b55944e4a1a0d9e7dea5c7fbb3db1,,bx4wn1e6cgzj,newsletter,Email,WELCOME,web,,ORD-48964,121.32,,Paid,no,False
1982,page_view,01/27/2024 10:52,,36a4886e21cd4ceb7d4ce14026169244,,vi5lzhkmadlo,Email,,WELCOME,web,UAE,,,usd,,,False
1983,pageview,2024-05-19,318.0,,,vq8t4tjez8ss,(direct),referral,welcome,web,,,,aed,,,False
1984,page_view,2024-06-27T18:59:18Z,,3b8e13de1af3ce97d535d8266fa3fecd,,sp4unguvzfvr,email,CPC,,Web,UAE,,,,,,False
1985,register,2024-05-21T11:27:42Z,85.0,4aa17db0eb84684fabf34ce8ebdf11bb,,7oxh55icz9h9,newsletter,cpc,brand,Web,Pakistan,,,AED,,,False
1986,page_view,2024/05/24 22:48,256.0,6a357dc82d7eec4e534e0af395cb90fb,,,Email,referral,SPRING_SALE,ANDROID,AE,,,currency,,,False
1987,BeginCheckout,2024-02-10,424.0,cca60d7068fcc43d4487f73682b28cdb,,la55fborzh1v,facebook,CPC,WELCOME,ANDROID,SE,,,usd,,,False
1988,page_view,2024/05/24 08:41,150.0,9879e1d608c9de9410e1d13efa869597,1818311823,,Email,paid_social,ramadan,iOS,Sweden,,,currency,,,False
1989,page_view,2024/06/07 13:46,117.0,c8d3355f371f29362bff30c97a221a88,2000033159,ekejzmsyvw99,fb,referral,,iOS,,,,د.إ,,,False
1990,pageview,2024/02/11 18:52,307.0,564d451b74ef846dcf64d9cf4c1b64a8,3536854374,pt8ycvw1oxkl,newsletter,cpc,Ramadan2024,iOS,,,,currency,,,False
1991,pv,2024-05-15,435.0,82cb987bc58056827741adb677e2f8d5,,th9abdz2pc5j,TikTok,,,android,Sweden,,,USD,,,False
1992,pageview,2024-01-13,425.0,750a88ec850143c6de7756d3b36039e0,,jvh0erp7rbu5,Email,referral,,Web,SE,,,aed,,,False
1993,ATC,2024-06-04T11:22:27Z,,6cc5056a58711e1ad6ef521df33046b4,7518719260,rlimrajsj78w,Email,(none),ramadan,Web,UAE,,,US$,,,False
1994,page_view,2024-03-10 16:37:49 UTC,310.0,7d72a9f600bc3708866ed083587d706a,,ksx9s3bf8fep,,paid_social,SPRING_SALE,ANDROID,,,,usd,,,False
1995,PAGEVIEW,05/06/2024 03:22,,c8bf050a352d9144ccb2076c41bc7c01,,1em8tbsbk0z7,Email,,brand,android,Sweden,,,currency,,,False
1996,pv,01/31/2024 21:00,123.0,,,,Facebook,(none),brand,android,,,,currency,,,False
1997,BeginCheckout,2024-02-04 23:37:42,301.0,,,r8xp4pesk97f,facebook,cpc,Ramadan2024,Web,SE,,,usd,,,False
1998,pageview,2024/05/04 08:30,,092ba5216465ae875e53c7885d58059f,7524590580,dwa0gl7g82gk,unknown,Email,SPRING_SALE,iOS,Sweden,,,US$,,,False
1999,AddToCart,22/05/2024 18:20,23.0,d9c87a1e8290557b594a6eb4a4329124,,l7eq8iyjxgod,google,referral,ramadan,web,,,,aed,,,False
2000,BeginCheckout,05/20/2024 12:54,444.0,93c99e43a2b9ade4db92d995caa93253,,xkry1ztkfo1l,unknown,CPC,WELCOME,ios,PK,,,aed,,,False
2001,PageView,02/09/2024 12:08,,7083fb885b204829d8779dda61ebe9ba,,2ralyri9c1r5,,CPC,brand,Web,Pakistan,,,US$,,,False
2002,ORDER_COMPLETED,04/12/2024 02:12,95.0,242edcf1a8b2c6c29c402cb5d73b41a1,,rj5m6atyldch,TikTok,Paid Social,welcome,android,Pakistan,ORD-10483,48.41,aed,Paid,0,False
2003,pageview,05/21/2024 21:18,71.0,a66be7e32856b71ab58dee8f4304d88a,3658358244,awd7ionrvi45,,Email,brand,android,AE,,,US$,,,False
2004,sign_up,2024-03-02 14:33:44,32.0,d7df21bd90e717c166417f42ed2f2566,,bhdl4bt6b6sn,TikTok,referral,welcome,Web,,,,د.إ,,,False
2005,signup,2024-06-07,295.0,,8940710671,csrlmghkdg9x,,paid_social,spring_sale,ANDROID,UAE,,,د.إ,,,False
2006,ATC,2024-01-15T20:24:58Z,53.0,1fe46ceb95c6ee144a50838e4f73636c,,4bpcxs9eksov,TikTok,email,Ramadan2024,iOS,,,,,,,False
2007,pageview,2024-06-09,348.0,852fd3bfb9535c665ef19e716effece9,,918b6k07el2b,fb,paid_social,SPRING_SALE,ANDROID,,,,US$,,,False
2008,add_to_cart,2024-05-19T08:09:03Z,,,,149uqkxvlz7z,Email,(none),spring_sale,ios,uae,,,usd,,,False
2009,ATC,2024-01-09T21:05:58Z,94.0,47a5df8021bec0a62b9ef12424e57bbc,7358968922,8vxzobpi86z5,Google,organic,welcome,iOS,Sweden,,,,,,False
2010,pv,02/09/2024 06:13,350.0,aa821fdd37edf667293b3c8b4fd8246c,,e1x167w238ax,fb,CPC,Ramadan2024,ios,,,,AED,,,False
2011,page_view,05/02/2024 19:21,188.0,180391a89936bd96986ae9ce484c4fb0,9456276329,xvuptwleu6kk,TikTok,paid_social,BRAND,ios,Sweden,,,usd,,,False
2012,addtocart,2024-05-06,381.0,6b36cc468fe82dbc94663fe1541e70c3,,r8xp4pesk97f,newsletter,Email,spring_sale,Web,SE,,,US$,,,False
2013,start_checkout,2024-03-25,,93d3dd54f022a02b585579de0e6cce6f,,uumn633w9cn5,TikTok,cpc,ramadan,ANDROID,Sweden,,,,,,False
2014,page_view,2024/01/16 05:44,63.0,335567dda396863ed05362e92f6a9e52,,pu9ruptz52e3,(direct),paid_social,SPRING_SALE,iOS,UAE,,,currency,,,False
2015,add_to_cart,2024/04/07 21:45,426.0,b87e66f5e85fc35dcd3b825d41933177,,tesykdsgzrv7,(direct),email,WELCOME,android,uae,,,currency,,,False
2016,pv,2024-04-27T17:18:35Z,5.0,21fda07b099da4ae17b42c77193893ec,,a8yfnsc3ainx,google,email,Ramadan2024,Web,,,,aed,,,False
2017,PAGEVIEW,2024/05/09 21:49 UTC,201.0,d01f941a41b504bf3eecbb7cc7abf302,5965579663,bhdl4bt6b6sn,Facebook,cpc,WELCOME,Web,,,,currency,,,False
2018,addtocart,2024/06/08 20:45,18.0,a0c870e51b45b62774ff5bd2967dee52,9806031676,710nz11n8tuk,tiktok,paid_social,ramadan,iOS,uae,,,د.إ,,,False
2019,pv,03/02/2024 10:21,195.0,123eaf3acdc1aa1585c81e6a38075522,,5dwrm16wv4zt,newsletter,(none),welcome,web,,,,US$,,,False
2020,PAGEVIEW,2024/04/08 15:06,70.0,6ee89bebf631dc62ae4255b73a93d9a1,4971255739,45v6wcfoqsov,Email,referral,,ANDROID,,,,USD,,,False
2021,page_view,04/04/2024 10:49,255.0,b1f5af84ba22d8a8a3999d5ee102b7f1,,m2l6u3odh5m8,google,referral,,ios,PK,,,AED,,,False
2022,PageView,2024-01-19T19:52:26Z,235.0,58933ac58d53e5f005293cf7951626d2,,252wfla4mt33,newsletter,cpc,,ANDROID,UAE,,,aed,,,False
2023,add_to_cart,03/20/2024 16:08,345.0,5f918be554e7bb7c84c52bfabfdffa7b,4449541201,q52ckrcr7ejd,Google,Email,spring_sale,Web,Pakistan,,,د.إ,,,False
2024,ATC,2024/02/07 08:58,201.0,57c4e41efd4d88d618278600e6bcc41a,,qboqzliwxz2z,Email,email,WELCOME,ios,AE,,,usd,,,False
2025,buy,2024-02-27 18:11:01,,,4444150800,lbxplo98v493,TikTok,Email,,ios,AE,ORD-69272,173.49,AED,success,FALSE,False
2026,add_to_cart,2024/06/02 02:17,144.0,b1db16223d49b40fc71099bee9aa750e,,qwv729sxbuiz,,Paid Social,brand,ios,PK,,,USD,,,False
2027,create_account,02/03/2024 15:48,191.0,c056af87a57a006632b419b4229700fa,1509152127,upsjq8ghbjq7,fb,organic,WELCOME,android,SE,,,د.إ,,,True
2028,page_view,17/04/2024 18:42,295.0,6b9210c38fe9dda73eb4c0b232546b6a,,pdu165adj8h3,fb,Email,welcome,ios,AE,,,USD,,,False
2029,pv,2024-01-16T13:35:25Z,46.0,,,o1nuolzz9qvc,Google,Email,BRAND,web,UAE,,,,,,False
2030,PAGEVIEW,02/03/2024 16:26,276.0,ce466a0a03e4e232a3fc4bdfc25d9c71,,41tnl3lnlcoi,tiktok,referral,WELCOME,iOS,,,,US$,,,False
2031,begin_checkout,2024-03-27T18:14:29Z,314.0,e3a12483e385ec1633d5405bc8173941,,6s7fd82jvvj1,tiktok,paid_social,SPRING_SALE,ios,Sweden,,,usd,,,False
2032,pv,20/04/2024 22:13,158.0,d359155408ef3cea09f8cc27fd852636,,6gk7y3mnzn24,tiktok,organic,,ANDROID,Sweden,,,aed,,,False
2033,PageView,2024-01-19T12:06:19Z,372.0,91805bdc22d56524743afdff7ee0d09f,2915371806,w3qork2vr8fz,Google,Paid Social,WELCOME,Web,Pakistan,,,USD,,,False
2034,add-to-cart,2024-03-15 13:50:54,358.0,941c36e9632ab5b1d77c0ea857f8b2b4,,89sq0yhjprc3,Facebook,(none),,ANDROID,PK,,,AED,,,False
2035,start_checkout,01/26/2024 18:31,282.0,,8937783129,s4dmaacxm9m0,unknown,,Ramadan2024,web,Pakistan,,,currency,,,False
2036,BeginCheckout,2024-04-12 19:27:49,418.0,72c76154ce73b40dc2e8edb1d7409ac2,6538080926,oxv0z07xmfyy,,(none),spring_sale,Web,AE,,,US$,,,False
2037,pageview,2024-02-19T18:27:09Z,78.0,a0862be1f5f618095cbe541a91c153aa,,seg82omn26q4,,Paid Social,,web,PK,,,د.إ,,,False
2038,start_checkout,03/22/2024 15:40,,93441f36c1f0b27d16e60f9be39e3789,,wlis35iaa261,fb,referral,welcome,Web,SE,,,AED,,,True
2039,register,01/28/2024 20:06,86.0,df9ef5f91f664ce3f0ee17f59c8eb7a9,5603997323,nue8c7qarir3,newsletter,email,,ios,AE,,,US$,,,False
2040,pageview,2024-02-22 09:11:37,59.0,,,d16jq38mq4dd,(direct),cpc,ramadan,Web,Sweden,,,US$,,,False
2041,PAGEVIEW,2024/06/09 01:58,398.0,e118cc78af3fc9c04d5d9594ed318ee7,,vqx2hh6rf8qd,,cpc,WELCOME,ios,UAE,,,usd,,,False
2042,PAGEVIEW,2024-03-23 07:22:18,193.0,b61e91d43f5b376c61b1e8f240c9eff5,,,Email,organic,brand,ios,uae,,,,,,False
2043,Purchase,2024/05/30 09:19,,1bae28985048901390f781bbff9f73d0,9903768379,gmoal6g28e1q,fb,,ramadan,ANDROID,uae,ORD-57267,118.75,AED,SUCCESS,,False
2044,PageView,02/28/2024 13:05,146.0,,0785165606,9rb5x3dc89rs,newsletter,Email,,iOS,SE,,,US$,,,False
2045,sign_up,2024-01-26T16:58:18Z,341.0,3fbb63247c5b9a2f682ec0b861117a3d,,203dzzvsqz0s,fb,CPC,welcome,web,SE,,,,,,False
2046,PageView,2024-03-09,,97dcc8512e5940ed6f1899a10123374a,,jpu55uvse9rj,newsletter,organic,spring_sale,Web,,,,aed,,,False
2047,page_view,2024-06-29 06:41:10,88.0,e404d1fdd0456d3bc15dc637b967b42c,1510254545,60tflpmh4160,unknown,Paid Social,ramadan,android,PK,,,aed,,,False
2048,PageView,2024-02-01 18:34:02,171.0,,0405010980,ssb8twz798g1,,organic,Ramadan2024,ANDROID,UAE,,,aed,,,False
2049,checkout_start,2024-01-07T19:43:15Z,251.0,271d42d3dfc85f3f95a1059ccc951037,3169201284,ak4fhpt119mb,Email,CPC,SPRING_SALE,Web,,,,aed,,,False
2050,PageView,2024-03-07T22:40:16Z,,e6692091c9006087c1b40ea4af26f168,4729812378,cxbrcaw3vmuc,fb,Email,Ramadan2024,ios,,,,,,,False
2051,PageView,2024/06/06 12:12,53.0,1fe46ceb95c6ee144a50838e4f73636c,,plr7rjn9sxr0,newsletter,Paid Social,,android,,,,USD,,,False
2052,AddToCart,06/15/2024 18:24,321.0,78c0cb6e8eca0fecbd44bc3a0c8efc13,,ca2ynom2v4in,google,cpc,SPRING_SALE,Web,PK,,,د.إ,,,False
2053,page_view,04/25/2024 17:23,246.0,,,aerbvusgt7w9,unknown,,,Web,,,,US$,,,False
2054,PageView,01/01/2024 18:54,,38ce683f5be124818cda800d6ae9a78c,,5w6546zhr3ag,Facebook,Email,,iOS,,,,,,,False
2055,pageview,2024-02-12T15:23:43Z,407.0,452d8b112112e14d644e9e6694851837,,dzgo8frp4btl,Google,organic,brand,ANDROID,AE,,,usd,,,False
2056,purchase,2024-06-09T05:52:04Z,296.0,795ecfedf409809f2f4a1bea3f095cf2,,00rdmcxbnu12,,(none),,iOS,PK,ORD-94883,112.52,aed,paid,,False
2057,AddToCart,2024/05/24 10:15,415.0,96fc39eac68ca22fd87ed5097be5abe6,2513051314,ku9j5b5bveaj,Google,email,WELCOME,ios,UAE,,,د.إ,,,False
2058,register,21/03/2024 22:23,220.0,50a5b7ed495be4cd1d2ce96cf89c8fcd,7844452245,53iitznmje73,google,email,,web,Pakistan,,,AED,,,False
2059,pv,2024-04-06,260.0,dcb580de74ba5610786506daca8c300f,6959508590,ca4vyk4jyqmu,newsletter,(none),Ramadan2024,iOS,AE,,,AED,,,False
2060,addtocart,2024-01-24,,03b92f10e388c56157b1a92ebce79ef7,,gf6om3p4r5wy,facebook,Paid Social,brand,iOS,PK,,,aed,,,False
2061,BeginCheckout,22/03/2024 04:45,380.0,,9104404771,ljtglcag2mdm,google,CPC,,iOS,AE,,,aed,,,True
2062,add-to-cart,2024/05/18 22:03,367.0,1a9bdb3565ad5e56c00f69b2c253ba70,,ts3pfel6g4tw,Email,Paid Social,SPRING_SALE,Web,Sweden,,,US$,,,False
2063,ATC,02/03/2024 21:41,45.0,921d1361cc23873c7275f00e6f5204c2,,nphtwao8vmpw,Facebook,paid_social,WELCOME,web,UAE,,,currency,,,False
2064,signup,2024-02-02,298.0,081c95fcde0b04b58506503c6a51a881,,,Facebook,Email,brand,ios,PK,,,د.إ,,,False
2065,create_account,2024-05-18,66.0,4cfd8b2123bf3b6626021cc2b4f08710,2306431973,sseqh7f379q1,google,Paid Social,WELCOME,android,uae,,,د.إ,,,False
2066,page_view,2024-05-11,,efdd2a91fbd8f5cff7068fd788c3bf08,,rug932r64444,tiktok,email,welcome,web,Pakistan,,,US$,,,False
2067,begin_checkout,06/05/2024 20:59,308.0,8a3f1cd9ec6b96a9263b305228f6ca41,,wpbmlmyu7l0o,newsletter,,BRAND,web,,,,AED,,,False
2068,ORDER_COMPLETED,2024-01-01T05:44:29Z,,,9896094273,1mh1wj2r4cl6,fb,CPC,,iOS,uae,ORD-67522,180.13,,paid,,False
2069,pageview,03/10/2024 21:52,73.0,03b92f10e388c56157b1a92ebce79ef7,,yoggs77ynyia,Facebook,organic,WELCOME,iOS,AE,,,,,,False
2070,pv,2024/02/21 22:26,156.0,55ee1be878a4a825d3706fd14d2072aa,,pnyfvbr1jg06,Facebook,CPC,welcome,web,Pakistan,,,د.إ,,,False
2071,page_view,2024-06-03T16:19:07Z,275.0,d737ae9e1b8e8b76aa3d9636a9806ae6,,7r5slxiba41o,facebook,,SPRING_SALE,ANDROID,PK,,,AED,,,False
2072,PageView,03/03/2024 16:21,265.0,8e3797a8204a34c8bb070a35018827ca,4437435815,mpwp8gfz2i4x,Facebook,(none),WELCOME,ios,,,,US$,,,False
2073,addtocart,2024-06-20T21:25:50Z,,,4565154649,pu9ruptz52e3,Facebook,organic,BRAND,web,,,,aed,,,False
2074,AddToCart,2024/03/16 13:46,50.0,d5dcc89b5b7fa98a08f37b1381730574,,upr1ms240fkj,fb,CPC,brand,Web,PK,,,currency,,,False
2075,ATC,2024-03-20,132.0,d95f336811c09c21f34dbc1410628021,7983143629,dy6i6s2i1wlc,facebook,,Ramadan2024,ANDROID,,,,USD,,,False
2076,addtocart,2024-05-24T06:33:24Z,,648badb42780727513d1a4b58602440d,,j1mqft7cs1ck,fb,CPC,BRAND,ANDROID,Pakistan,,,USD,,,True
2077,start_checkout,2024-05-21T02:18:51Z,265.0,8e3797a8204a34c8bb070a35018827ca,,lwc4b2j09qr5,unknown,email,,web,Sweden,,,usd,,,False
2078,PAGEVIEW,10/01/2024 09:11,,,,lwc4b2j09qr5,google,email,,ANDROID,,,,US$,,,False
2079,BeginCheckout,2024-01-06T13:02:34Z,335.0,62666207dbaa3b80af7949ec7722372f,2083722214,w3qork2vr8fz,Google,referral,brand,ANDROID,UAE,,,currency,,,False
2080,BeginCheckout,2024/02/05 11:46,374.0,5808c770054642e0a9e2f13169bd3083,5348899851,efc9uh6qffyr,Google,(none),,web,,,,USD,,,False
2081,PAGEVIEW,2024-04-10,281.0,3dd2f1079b5de3faf7694f56fde99dea,0356069011,z6g9b4epbtra,email,email,brand,web,AE,,,currency,,,False
2082,pageview,2024-04-17 01:35:34,450.0,c564bd30199ddb447b222eaa74769ffc,,uuusbj20yheg,fb,CPC,WELCOME,ANDROID,SE,,,د.إ,,,False
2083,sign_up,2024-05-06T20:15:12Z,289.0,07e6687bb819cd14db3305c5a79e0b67,,mcbs5dtjge68,fb,cpc,spring_sale,web,Pakistan,,,د.إ,,,False
2084,PAGEVIEW,2024/02/01 19:35,241.0,9d1485803ce3ddbfe2393c0b22798aa4,7843983977,7olhrsn65r2l,fb,organic,,android,UAE,,,usd,,,False
2085,page_view,2024-05-01T17:21:56Z,34.0,fe7ede0b4096056dccaf660168e43366,,ibdzedv4p876,(direct),referral,brand,ios,AE,,,usd,,,False
2086,ATC,2024-04-15T03:45:17Z,301.0,298a28a60fd4bfd4e0080176439f594d,,j3brohuiz6ez,facebook,Email,ramadan,android,UAE,,,currency,,,False
2087,page_view,2024-05-16T02:20:40Z,155.0,6cc5056a58711e1ad6ef521df33046b4,7518719260,tesykdsgzrv7,Facebook,,spring_sale,web,PK,,,currency,,,False
2088,PAGEVIEW,2024-04-06T03:12:41Z,373.0,,,fvqtx1xmreqn,(direct),organic,Ramadan2024,ANDROID,uae,,,د.إ,,,False
2089,SignUp,29/03/2024 08:01,181.0,6abfade536aa57459d588ea6cb3152c8,,fvx21yfejjjw,Email,CPC,,web,uae,,,US$,,,False
2090,checkout_start,2024-06-20T00:09:17Z,95.0,fe6e8699b47aced6c8f30f7f94f7ef8d,,cyg0apugr9xt,Google,Paid Social,welcome,web,UAE,,,aed,,,False
2091,add-to-cart,17/03/2024 23:56,302.0,fc64a0039236237714b083b2e84aff7f,9896094273,l724mbjzevif,Email,referral,,ios,uae,,,د.إ,,,False
2092,register,2024-01-22T22:52:34Z,,cc7cc978abc70b7fb989614500e75fad,4532896698,qifalp6hpgfq,newsletter,paid_social,SPRING_SALE,ios,SE,,,,,,False
2093,PAGEVIEW,2024/02/22 06:11,429.0,a28eebdf74190edaf8ffd9b0d08e7112,6684299312,32ad8zus15as,newsletter,organic,welcome,ios,AE,,,AED,,,False
2094,add_to_cart,2024-04-12T01:15:14Z,357.0,,,utkq40300odj,Google,(none),,web,Pakistan,,,aed,,,False
2095,pageview,2024-02-08,309.0,2642849989c793de6c0c94a6d738cecf,,6gk7y3mnzn24,,Email,BRAND,ios,UAE,,,usd,,,False
2096,SignUp,04/15/2024 13:25,11.0,,6895330125,0spejmai68i1,,paid_social,BRAND,iOS,PK,,,AED,,,False
2097,page_view,2024-04-27,143.0,a4f575055bab26739edac26b75cf467b,6417145342,m2c0dnmky86e,(direct),cpc,,android,Sweden,,,currency,,,False
2098,checkout_start,06/07/2024 12:52,432.0,cc72183995a8dbc2312db363390bee4c,,bkyo7g0bx8bo,TikTok,CPC,welcome,ios,,,,aed,,,False
2099,page_view,2024-02-05T09:56:01Z,130.0,c6d26405a3fdc59bee114b2b64854f70,5118528171,,(direct),cpc,SPRING_SALE,android,uae,,,usd,,,False
2100,pageview,2024-04-09,435.0,82cb987bc58056827741adb677e2f8d5,6086610616,67ypa7nfd2bq,fb,cpc,ramadan,web,SE,,,currency,,,False
2101,page_view,2024/03/19 04:22,346.0,2d2a4c8a6fc58483814c4aecb9d75393,,dsjthytk3jho,(direct),Email,,Web,Pakistan,,,usd,,,False
2102,pageview,2024-01-13 08:47:17,25.0,2d8178b6679675e75495fefcb66c0873,,sw4gtkiew6nf,Google,paid_social,spring_sale,iOS,SE,,,AED,,,False
2103,page_view,18/03/2024 21:17,141.0,d3bdc405c5310947e3541ef9e4580eb9,,lvwi5yux1mwb,google,,BRAND,ANDROID,PK,,,,,,False
2104,PAGEVIEW,05/24/2024 22:55,33.0,2ac53711dac43df400e48ee1d284cdb9,,4on8njxk2jml,,referral,spring_sale,iOS,AE,,,د.إ,,,False
2105,page_view,2024-03-01T02:44:19Z,45.0,423e0eca91dfe035edfcbfec9397111f,,ts3pfel6g4tw,facebook,Email,welcome,web,uae,,,د.إ,,,False
2106,PAGEVIEW,14/04/2024 21:14,278.0,aea509db02011ebe1b04bd90d8cf8fc8,,wqghyf7imyq4,Google,cpc,Ramadan2024,iOS,AE,,,,,,False
2107,PAGEVIEW,01/22/2024 19:28,,78ded1a85b6c03c14d3ec5d82930228a,1234477038,vznty45hlf92,facebook,,ramadan,ios,UAE,,,د.إ,,,False
2108,pv,2024-05-06T13:55:12Z,,c3d8c873e149e479f525f58c8eab28c9,,bbtnmdepgvgd,unknown,(none),Ramadan2024,android,UAE,,,US$,,,False
2109,pv,2024-05-24T11:50:03Z,447.0,763bfaee22642f5339a9852e01061879,,8dzhejmp5rq4,google,organic,brand,android,,,,US$,,,False
2110,Refund,2024-02-15T13:44:32Z,358.0,941c36e9632ab5b1d77c0ea857f8b2b4,4404501088,uug5r3is9waq,,Email,welcome,ios,SE,ORD-66756,د.إ -58.92,د.إ,Paid,true,False
2111,PageView,03/20/2024 21:18,339.0,cc7cc978abc70b7fb989614500e75fad,,pt8ycvw1oxkl,tiktok,cpc,Ramadan2024,web,,,,aed,,,False
2112,PAGEVIEW,2024-03-11,71.0,,,nkfpoaz44jiw,Email,organic,welcome,web,Pakistan,,,د.إ,,,False
2113,page_view,01/20/2024 20:31,85.0,4aa17db0eb84684fabf34ce8ebdf11bb,8551334781,07oipjpuyh86,fb,CPC,brand,android,,,,,,,False
2114,pv,2024-06-04T11:22:16Z,102.0,,,ojn43474mwox,unknown,organic,welcome,web,uae,,,US$,,,False
2115,buy,02/26/2024 10:31,276.0,ce466a0a03e4e232a3fc4bdfc25d9c71,,2u36gtjsz4qv,unknown,CPC,WELCOME,iOS,UAE,ORD-25720,104.55,aed,completed,no,False
2116,PageView,2024-06-11,88.0,e404d1fdd0456d3bc15dc637b967b42c,,fezkgxie6fa4,fb,paid_social,BRAND,iOS,SE,,,currency,,,False
2117,register,2024-02-01 23:45:02,326.0,350081d77fb789afa890df30eb1ac724,1997777688,qb80w8ufr3h8,TikTok,(none),WELCOME,android,SE,,,د.إ,,,False
